:START_ID(Document),:END_ID(Organization),:TYPE
自动化行政正当程序研究,河北大学,PUBLISHED_BY
进化保护组学揭示了狼的系统发育及高海拔,中国湖北宜昌,PUBLISHED_BY
基于动态词向量表示的词义历时变化自动发现研究,中国社会科学院大学,PUBLISHED_BY
整合功能基因组学分析识别影响汉族人群非综合征型唇裂的功能变异,中国浙江温州,PUBLISHED_BY
高质量陆地棉和海岛棉基因组组装解析棉花着丝粒结构及其演化特征,华中农业大学,PUBLISHED_BY
面向编程教育的代码表征与行为建模,华东师范大学,PUBLISHED_BY
面向移动应用UI设计与实现的数据驱动方法研究,吉林大学,PUBLISHED_BY
动态工况下微型直接甲醇燃料电池的内部表征预测方法研究,昆明理工大学,PUBLISHED_BY
抽动障碍应激敏感性的理论探索及健脾止动汤对慢性应激TD大鼠小胶质细胞极化的影响,北京中医药大学,PUBLISHED_BY
人工智能环境下企业招聘管理的优化设计,山西大学,PUBLISHED_BY
供需不确定环境下生鲜供应链柔性采购方案决策与仿真研究,集美大学,PUBLISHED_BY
基于比较叶绿体基因组学的狭义百合科百合族演化研究,北京林业大学,PUBLISHED_BY
缺血性中风痰湿证中医临床表征动态演变的复杂网络研究,北京中医药大学,PUBLISHED_BY
二硫化钼薄膜的合成及其在光电探测器中的应用,广西大学,PUBLISHED_BY
伊枯草菌素对小鼠肠道微生物组及代谢组的影响,河北工程大学,PUBLISHED_BY
多用户量子通信关键技术研究,西安电子科技大学,PUBLISHED_BY
基于深度学习的文本生成图像方法研究,山西大学,PUBLISHED_BY
基于人工智能算法的SMT产线质量预测与优化方法研究,西安电子科技大学,PUBLISHED_BY
三苯胺聚合物衍生物有机电极材料的制备及电化学性能研究,沈阳化工大学,PUBLISHED_BY
吸烟和室内外空气污染对慢性阻塞性肺疾病及患者生活质量的影响研究,安徽医科大学,PUBLISHED_BY
基于深度学习的情感分类研究,河北科技大学,PUBLISHED_BY
三维点云及图像-点云配准方法研究,吉林大学,PUBLISHED_BY
面向序列数据特征学习的深度动态生成模型构建方法研究,西安电子科技大学,PUBLISHED_BY
主流媒体Vlog新闻的人格化传播效果研究,上海外国语大学,PUBLISHED_BY
劳动教育幸福论,浙江师范大学,PUBLISHED_BY
基于谱效和代谢组学的痛风汤散抗高尿酸血症的物质基础和作用机制研究,江西中医药大学,PUBLISHED_BY
两种圈养穿山甲肠道微生物宏基因组与血液指标参考值研究,浙江师范大学,PUBLISHED_BY
基于知识图谱的推理技术研究与应用,电子科技大学,PUBLISHED_BY
基于医生合作关系的医疗大数据挖掘和分析,广东工业大学,PUBLISHED_BY
语言及其相关的文化对初中生数学学习的影响,华东师范大学,PUBLISHED_BY
吡啶联异噁唑啉及噁唑烷酮类杂环衍生物的合成及抗菌活性研究,东北农业大学,PUBLISHED_BY
基于机器视觉的金属表面缺陷检测系统研究,电子科技大学,PUBLISHED_BY
华泰证券数字化转型路径及绩效研究,广州大学,PUBLISHED_BY
基于深度学习的羊群计数和性别识别的技术研究,山东师范大学,PUBLISHED_BY
基于ALBERT的农作物病虫害知识图谱构建与应用,安徽农业大学,PUBLISHED_BY
CT影像在新型冠状病毒疾病(COVID-19)中的诊断及预后研究,南方医科大学,PUBLISHED_BY
基于机器视觉的名优茶单芽检测与精准采摘技术研究,山东大学,PUBLISHED_BY
金融算法风险法律治理研究,湖南大学,PUBLISHED_BY
基于深度学习的数学应用题自动求解模型,江南大学,PUBLISHED_BY
谷氨酸棒杆菌细胞表面自组装蛋白支架系统的构建及应用,江南大学,PUBLISHED_BY
基于计算机视觉的手机屏幕缺陷检测方法研究,吉林大学,PUBLISHED_BY
健康与疾病互嵌的新秩序,四川大学,PUBLISHED_BY
新闻长文本检索方法的设计与实现,电子科技大学,PUBLISHED_BY
R公司智能机器人研发项目进度管理优化研究,云南财经大学,PUBLISHED_BY
面向垂直领域的知识增强预训练语言模型,华东师范大学,PUBLISHED_BY
基于Bi基MOF催化剂的制备及其电化学合成甲酸盐的性能研究,宁夏大学,PUBLISHED_BY
基于修复血管内皮糖萼抑制肿瘤转移前微环境形成及其抗肿瘤作用研究,成都大学,PUBLISHED_BY
基于自注意力机制改进深度学习的短期电力负荷预测研究,西安理工大学,PUBLISHED_BY
金纳米团簇表面光催化氧化过程的光谱探测研究,哈尔滨工业大学,PUBLISHED_BY
罕见病防治伦理治理的人道功利主义选择,大连医科大学,PUBLISHED_BY
人工智能生成内容（AIGC）用户采纳影响因素研究,山东师范大学,PUBLISHED_BY
基于基因组学解析泥鳅肠气呼吸的遗传机制,华中农业大学,PUBLISHED_BY
单原子纳米酶的构效关系及生物医学应用研究,北京化工大学,PUBLISHED_BY
M银行智能客服质量提升研究,北京化工大学,PUBLISHED_BY
基于自编码器与深度学习的异常流量入侵检测技术的研究与实现,北京邮电大学,PUBLISHED_BY
基于脾虚毒损胃络假说探讨慢性萎缩性胃炎伴肠上皮化生的临床研究及对P53蛋白表达的影响,山东中医药大学,PUBLISHED_BY
马克思恩格斯真理观及其当代发展研究,华南理工大学,PUBLISHED_BY
大数据驱动下的零售超市营销需求预测与绩效评价研究,首都经济贸易大学,PUBLISHED_BY
经方真武汤干预LPS诱导急性肺损伤的机制探讨：内质网应激-线粒体自噬-NLRP3炎性小体途径介导细胞死亡方式的重定向,成都中医药大学,PUBLISHED_BY
负载金属催化剂的设计及催化芳基硼酸参与的有机反应,河北师范大学,PUBLISHED_BY
江海街2021年健康教育需求评估报告,中国广东广州,PUBLISHED_BY
基于GPT-2的司法裁判文书自动摘要,广西师范大学,PUBLISHED_BY
基于大模型的逻辑编排应用与测试用例生成技术研究,浙江大学,PUBLISHED_BY
使用网络爬虫行为的定罪问题研究,河北大学,PUBLISHED_BY
基于机器视觉的盘铣刀磨损状态检测方法研究,西京学院,PUBLISHED_BY
基于深度学习的金融文本多标签分类研究,电子科技大学,PUBLISHED_BY
海上交通国际公共产品供给的国际法问题研究,大连海事大学,PUBLISHED_BY
基因NCgl0580敲除对谷氨酸棒杆菌5—氨基乙酰丙酸合成的影响研究,天津大学,PUBLISHED_BY
具有共轭π键的有机聚合物光催化材料设计及其净水性能研究,中国科学技术大学,PUBLISHED_BY
仿生硒—黑磷纳米材料用于前列腺癌的光热联合免疫治疗,吉林大学,PUBLISHED_BY
青少年与年轻成人癌症患者预立医疗照护计划干预模式构建研究,湖南中医药大学,PUBLISHED_BY
几类病毒自发变异传染病模型的稳定性分析,兰州交通大学,PUBLISHED_BY
股市系统性金融风险的测度与智能预警研究,东南大学,PUBLISHED_BY
氧气稀释对甲烷非催化部分氧化过程影响研究,华东理工大学,PUBLISHED_BY
基于Transformer的小鼠三维姿态估计方法研究,燕山大学,PUBLISHED_BY
基于人工智能的抗乳腺癌中药核心药对优效组合成分的筛选及验证,江苏大学,PUBLISHED_BY
基于差分特征学习与注意力机制的图像变化检测方法及应用研究,陕西科技大学,PUBLISHED_BY
基于领域知识图谱的服务智能交互系统的研究与实现,北方工业大学,PUBLISHED_BY
基于决策树-Markov模型的密切接触者肺结核筛查策略的卫生经济学评价,新疆医科大学,PUBLISHED_BY
3D打印人工心脏研发商业计划书,电子科技大学,PUBLISHED_BY
回音壁模式微腔量子电动力学的实验研究,中国科学技术大学,PUBLISHED_BY
分级诊疗背景下老年糖尿病社区健康管理研究,安徽医科大学,PUBLISHED_BY
氯氧化铋基催化剂的构建及其光催化CO2还原的研究,长安大学,PUBLISHED_BY
有氧运动训练对心理健康的影响及神经机制：一项来自FMRI的证据,中国天津,PUBLISHED_BY
公交车厢场景下基于图像的人体姿态估计方法研究,北方工业大学,PUBLISHED_BY
运动对不同人群慢性病干预效果发展研究,中国北京,PUBLISHED_BY
金属-有机限域结构的可控构筑与光驱动还原反应研究,大连理工大学,PUBLISHED_BY
基于微生物组辅助筛查胰腺癌的研究,重庆医科大学,PUBLISHED_BY
基于领域知识图谱的FAQ问题匹配研究,武汉科技大学,PUBLISHED_BY
新型稀土离子掺杂纳米材料的设计制备及其对有机污染物检测和降解机制研究,浙江大学,PUBLISHED_BY
基于尿代谢组学探讨逍遥散治疗肝郁脾虚型抑郁症的作用机制,北京中医药大学,PUBLISHED_BY
拮抗细菌的鉴定、发酵条件优化及其对人参根腐病和锈腐病的生防作用,吉林农业大学,PUBLISHED_BY
流动合成化学下的醇脱氧胺化反应,南昌大学,PUBLISHED_BY
数字化时代人的发展问题研究,中共中央党校(国家行政学院),PUBLISHED_BY
极端天气下新能源电力系统韧性评估及提升方法研究,华北电力大学(北京),PUBLISHED_BY
基于行为偏好的中智犹豫模糊多属性决策方法及应用研究,燕山大学,PUBLISHED_BY
重庆市传染病防控体系服务功能健全程度研究,重庆医科大学,PUBLISHED_BY
调控共价有机框架的孔环境提升对客体物质的吸收性能,河南师范大学,PUBLISHED_BY
（R）-3-氨基丁醇的生物合成工艺研究,石河子大学,PUBLISHED_BY
智慧农业网络化精准灌溉系统设计,中北大学,PUBLISHED_BY
细胞穿梭的线性二泛素光笼探针的化学合成及应用,合肥工业大学,PUBLISHED_BY
人工智能对中国外贸高质量发展的影响研究,内蒙古财经大学,PUBLISHED_BY
临床决策支持系统构建及其在心律失常诊疗中的应用研究,北京协和医学院,PUBLISHED_BY
基于动态语义网络的概念表征与浸润推理研究,复旦大学,PUBLISHED_BY
考虑品牌推广成本补贴的农产品供应链决策与协调研究,广东工业大学,PUBLISHED_BY
短小芽孢杆菌HN-10抗菌肽P-1对粉红单端孢的抑菌机理研究,甘肃农业大学,PUBLISHED_BY
基于知识图谱的军事知识问答系统设计与实现,北京邮电大学,PUBLISHED_BY
JMJ706参与水稻基因组表观修饰的机制研究,华中农业大学,PUBLISHED_BY
HO-1/STAT3轴介导巨噬细胞线粒体能量代谢调控牙髓炎症水平的机制研究,中国福建厦门,PUBLISHED_BY
催化干气回收乙烯过程PID控制实现研究,沈阳工业大学,PUBLISHED_BY
基于工业机器人的轮式抛光技术研究,中国科学院大学(中国科学院西安光学精密机械研究所),PUBLISHED_BY
基于C#的心脑血管医疗管理系统的研究,天津科技大学,PUBLISHED_BY
基于用户的移动端购物平台体验设计方法研究,新疆艺术学院,PUBLISHED_BY
肿瘤靶向性工程益生菌的抗结直肠癌效应及其肠道菌群调节作用研究,兰州大学,PUBLISHED_BY
基于卷积神经网络的淡水鱼类图像分类研究,广西民族大学,PUBLISHED_BY
龙眼三维基因组构建及细胞壁修饰基因BGAL9和XTH22在体胚发生早期的功能研究,福建农林大学,PUBLISHED_BY
茅尾海牡蛎养殖系统塑料际微生物及耐药基因的时空赋存特征,北部湾大学,PUBLISHED_BY
数字化转型促进制造业高质量发展的机制与效应研究,江西财经大学,PUBLISHED_BY
基于决策树技术的CKD中医慢病管理预测模型的开发和临床初步运用,广州中医药大学,PUBLISHED_BY
新疆哈萨克酸马奶中益生性乳酸菌的筛选、应用及功能性研究,塔里木大学,PUBLISHED_BY
高中生数学表征能力与CPFS结构水平之间的关系,华东师范大学,PUBLISHED_BY
基于全自动探针台的OCR识别系统与探针状态监测研究,东莞理工学院,PUBLISHED_BY
基于多组学的骨肉瘤预后预测模型研究,江南大学,PUBLISHED_BY
基于深度学习的单目深度估计研究,吉林大学,PUBLISHED_BY
基于群体基因组学的雪豹遗传结构及遗传风险分析,东北林业大学,PUBLISHED_BY
“盐”多必失：基于健康信念模型和自我效能理论的儿童减盐干预效果评估,深圳大学,PUBLISHED_BY
基于中医五运六气理论的气象指标与传染病发病相关性分析及公共卫生事件应急管理研究,南京中医药大学,PUBLISHED_BY
面向文本、图像、语音的多模态情感分析研究,青海师范大学,PUBLISHED_BY
具有时滞和扩散的周期脉冲微分方程的阈值动力学,兰州理工大学,PUBLISHED_BY
生鲜农产品网络零售与网络直播电商双渠道供应链定价决策,北京交通大学,PUBLISHED_BY
基于深度学习的甘肃旅游评论文本的情感分析研究,兰州大学,PUBLISHED_BY
多杀菌素衍生物的合成和抗肿瘤活性研究,中南大学,PUBLISHED_BY
基于寡糖代谢工程细胞生物合成带有反应活性基团的Mucin型O-糖链,西北大学,PUBLISHED_BY
自动化行政下作出行政处罚的风险研究,贵州民族大学,PUBLISHED_BY
碰撞电化学合成贵金属纳米粒子及其电催化传感的应用,湖南大学,PUBLISHED_BY
基于Transformer的智能医疗多轮对话模型的设计与实现,山东大学,PUBLISHED_BY
钯催化羧酸在线活化合成1-茚满酮及1-茚酮的研究,海南大学,PUBLISHED_BY
多元共治视角下机器人应用对制造业低碳转型的影响机制研究,山西财经大学,PUBLISHED_BY
飞机蒙皮机器人铣削加工轨迹生成与末端位姿闭环控制,华中科技大学,PUBLISHED_BY
基于视觉Transformer的复杂环境植物病害检测算法研究与实现,中北大学,PUBLISHED_BY
移动健康干预对促进大学生身体活动和减少久坐行为效果的Meta分析,中国天津,PUBLISHED_BY
计算机视觉骨干网络的设计研究,中国科学技术大学,PUBLISHED_BY
人工智能对口腔鳞状细胞癌诊断价值的Meta分析,吉林大学,PUBLISHED_BY
基于积极心理资源的乳腺癌患者生命质量影响因素与干预实证研究,中国医科大学,PUBLISHED_BY
接受理论视域下社会现实题材纪录片的传播价值研究,贵州民族大学,PUBLISHED_BY
基于深度学习的多模态影像数据融合方法在青光眼诊断中的应用研究,昆明医科大学,PUBLISHED_BY
伊曲茶碱通过MAPK家族蛋白上调HIF1α抑制帕金森病模型铁死亡的机制研究,吉林大学,PUBLISHED_BY
有机硼光敏剂的合成及其在光催化碳杂键构筑反应中的应用研究,石河子大学,PUBLISHED_BY
智能中医舌诊系统关键技术及应用研究,厦门大学,PUBLISHED_BY
流动相异相光催化有机合成：模块化系统设计及应用,苏州大学,PUBLISHED_BY
氮化碳极化改性及其诱导强化污染物净化与产H2O2过程研究,广州大学,PUBLISHED_BY
大数据治理的社会效应研究,中共中央党校(国家行政学院),PUBLISHED_BY
随机SIR传染病模型的阈值动力学,上海师范大学,PUBLISHED_BY
基于NF-κB/NLRP3通路探讨大柴胡汤加减调节梗阻性胆汁淤积性肝损伤细胞焦亡机制研究,辽宁中医药大学,PUBLISHED_BY
2型糖尿病合并缺血性脑卒中患者的临床检验指标分析,兰州大学,PUBLISHED_BY
人工智能对劳动力就业的影响效应研究,江西财经大学,PUBLISHED_BY
基于深度学习的儿童肿瘤病理图像诊断,华东师范大学,PUBLISHED_BY
天然氨基酸侧链O-H/N-H键电化学修饰研究,湖北大学,PUBLISHED_BY
地震灾害应急物资储备库选址研究,防灾科技学院,PUBLISHED_BY
基于安德森模型的肠造口患者电子健康素养现状及其影响因素研究,扬州大学,PUBLISHED_BY
数字化水平与产业协同集聚对区域绿色创新绩效的影响效应研究,哈尔滨工程大学,PUBLISHED_BY
两类受随机扰动影响的传染病模型分析,中北大学,PUBLISHED_BY
金融科技公司对我国商业银行的风险外溢效应研究,山东理工大学,PUBLISHED_BY
基于PISA 数学测评理念的高一学生数学推理能力的现状调查研究,哈尔滨师范大学,PUBLISHED_BY
科创板企业股权激励效果研究,广东财经大学,PUBLISHED_BY
区间过程动态不确定性高效表征及其在结构随机振动分析中的应用,中国辽宁大连,PUBLISHED_BY
二氢丹参酮Ⅰ抑制中性粒细胞外陷阱的抗乳腺癌肺转移机制研究,浙江中医药大学,PUBLISHED_BY
基于4S理念的小学人工智能项目式学习设计与实践研究,内蒙古师范大学,PUBLISHED_BY
含草酸配体配位聚合物的合成、结构及可见光光催化性能的研究,鲁东大学,PUBLISHED_BY
扩展Risley棱镜的光束扫描系统关键技术研究,电子科技大学,PUBLISHED_BY
基于深度学习技术的增强现实手势识别研究,北京邮电大学,PUBLISHED_BY
渤海表层沉积物中碳循环关键过程微生物驱动机制,大连海洋大学,PUBLISHED_BY
基于提示学习的视觉语言多模态推理方法研究,电子科技大学,PUBLISHED_BY
数字技术赋能乡村产业高质量发展的作用机制与组态路径研究,江西师范大学,PUBLISHED_BY
YOLO算法在小目标检测应用中的研究与改进,齐鲁工业大学,PUBLISHED_BY
电化学下由硫醚制备亚砜类化合物的合成研究,青岛科技大学,PUBLISHED_BY
柔性多孔材料负载光催化剂降解室内甲醛研究,燕山大学,PUBLISHED_BY
氮化钒基电催化剂的制备及其电催化性能研究,陕西科技大学,PUBLISHED_BY
克雷伯菌属在自酿酒综合征中的作用机制及治疗策略研究,北京协和医学院,PUBLISHED_BY
基于时空特征提取的海浪波高预测方法,南京信息工程大学,PUBLISHED_BY
大模型角色扮演关键技术与应用研究,电子科技大学,PUBLISHED_BY
旅游服务机器人拟人化对游客不道德行为的影响研究,重庆交通大学,PUBLISHED_BY
PNIPAM基交联电纺纤维的制备及有机染料吸附性能研究,哈尔滨工业大学,PUBLISHED_BY
福氏志贺氏菌噬菌体CT01和CT02生物学特性及初步应用探究,吉林大学,PUBLISHED_BY
四株亚历山大藻的藻际菌群多样性及细菌新种的生物活性研究,浙江海洋大学,PUBLISHED_BY
脉冲式热诱导HpaBC蛋白表达催化咖啡酸的高效合成,广州中医药大学,PUBLISHED_BY
基于微纳层叠技术的硅橡胶/聚氨酯热塑性硫化橡胶的制备与研究,北京化工大学,PUBLISHED_BY
基于机器视觉的激光焊缝跟踪系统研究,南京林业大学,PUBLISHED_BY
胶接体系界面的跨尺度力学行为研究,北京大学,PUBLISHED_BY
智能化背景下省际劳动力流动的空间特征测度及分析,青岛大学,PUBLISHED_BY
金属有机框架及衍生复合材料构建与光催化防污性能研究,中国科学院大学(中国科学院海洋研究所),PUBLISHED_BY
持续气道正压对阻塞性睡眠呼吸暂停患者呼吸努力的影响,中国湖北武汉,PUBLISHED_BY
基于年龄相关分枝过程的新冠肺炎传染病近似,北京邮电大学,PUBLISHED_BY
鲍曼不动杆菌表面寡糖抗原的合成以及C-苷的合成研究,江西师范大学,PUBLISHED_BY
g-C3N4基Z型异质结光催化剂的构建及其对染料分子的降解行为研究,江西理工大学,PUBLISHED_BY
核心素养下小学生数学语言能力培养的教学策略研究,沈阳大学,PUBLISHED_BY
差异生物质高效水热预处理及酶解糖化研究,北京交通大学,PUBLISHED_BY
PARP1i-PROTAC降解剂在急性胸主动脉夹层中的应用及二聚型吲哚生物碱的合成研究,中南大学,PUBLISHED_BY
一种融合注意力机制的MobileNet-SSD目标检测算法研究,厦门理工学院,PUBLISHED_BY
高速单光子探测及应用研究,华东师范大学,PUBLISHED_BY
基于深度学习的中文文本表示与分类方法研究,东北石油大学,PUBLISHED_BY
肠道菌群在追赶生长IUGR大鼠胰岛素抵抗中的作用及机制研究,华中科技大学,PUBLISHED_BY
基于数字孪生的异构多源多模态数据融合方法研究,沈阳理工大学,PUBLISHED_BY
基于深度学习的田间大豆表型感知方法研究与系统应用,中国农业科学院,PUBLISHED_BY
复杂环境下基于深度学习和信息融合的实时多目标识别和6D姿态估计方法,中国科学院大学(中国科学院深圳先进技术研究院),PUBLISHED_BY
基于深度学习的新闻文本分类方法研究,郑州轻工业大学,PUBLISHED_BY
基于脉冲神经网络的水稻病虫害识别与检测,扬州大学,PUBLISHED_BY
基于补贴政策的低碳供应链减排策略研究,江南大学,PUBLISHED_BY
智能时代人的主体性研究,华南理工大学,PUBLISHED_BY
两毒株传染病模型的动力学分析,河南科技学院,PUBLISHED_BY
我国竞技体育技术伦理研究,首都体育学院,PUBLISHED_BY
面向无线边缘智能的深度学习模型协同推演方法研究,北京邮电大学,PUBLISHED_BY
苦荞中乙基芸香苷转化、降血糖活性的研究与应用,江南大学,PUBLISHED_BY
去甲基雏菊叶龙胆酮防治慢性酒精性脂肪肝的作用及机制研究,天津中医药大学,PUBLISHED_BY
基于Sentinel-1 SAR数据的极地冰川冰裂隙探测方法及应用研究,中国科学院大学(中国科学院空天信息创新研究院),PUBLISHED_BY
基于预训练语言模型与图卷积神经网络的文档级因果关系抽取,吉林大学,PUBLISHED_BY
医药流通企业财务数字化转型动因、路径与效果研究,江汉大学,PUBLISHED_BY
算法开放型政府的宪法保障研究,华东政法大学,PUBLISHED_BY
鲁棒手眼标定算法的研究与实现,北京邮电大学,PUBLISHED_BY
华芯半导体企业信息化规划研究,山东大学,PUBLISHED_BY
2021年度健康教育与健康促进工作总结,中国广东广州,PUBLISHED_BY
2型糖尿病与糖尿病肾病患者肠道菌群宏基因组学分析研究,东南大学,PUBLISHED_BY
沙门氏菌基因组分型及对秀丽隐杆线虫致病性研究,齐鲁工业大学,PUBLISHED_BY
脉冲重构神经元的类脑智能网络模型研究,西安电子科技大学,PUBLISHED_BY
Co（Fe）/N-C材料的结构调控及过硫酸盐活化效能与作用机制,浙江大学,PUBLISHED_BY
员工健康管理制度供给与社会工作的干预路径,中南财经政法大学,PUBLISHED_BY
人工智能技术对制造业产业升级的影响研究,哈尔滨工业大学,PUBLISHED_BY
Ni、Co基电催剂的制备及其催化甲醇氧化与析氢反应性能研究,宁夏大学,PUBLISHED_BY
TSLP、GLCCI1基因多态性与哮喘易感性及GLCCI1基因多态性与哮喘患者ICSs疗效的Meta分析,大理大学,PUBLISHED_BY
反恐视角下个体与群体极端化分析与建模研究,中国人民公安大学,PUBLISHED_BY
哔哩哔哩公司网络视频竞争战略研究,贵州大学,PUBLISHED_BY
基于AI的角膜屈光手术决策、并发症风险与效果的预测及优化机制的研究,天津医科大学,PUBLISHED_BY
基于人工智能的颈椎枕设计,哈尔滨理工大学,PUBLISHED_BY
含π共轭基团的双折射晶体的设计合成与性能研究,江西师范大学,PUBLISHED_BY
数字经济赋能乡村产业振兴的作用机制研究,中共中央党校（国家行政学院）,PUBLISHED_BY
挣扎的迹象：工作场所员工心理危机症状评估及早期干预策略,华中师范大学,PUBLISHED_BY
面向农产品品质光学无损检测的建模技术研究,江南大学,PUBLISHED_BY
雷火灸治疗慢性咽炎（肺脾气虚型）的临床疗效观察,河南中医药大学,PUBLISHED_BY
电化学下P（O）-H化合物与芳基胺的交叉脱氢偶联反应研究,辽宁科技大学,PUBLISHED_BY
蛋氨酸钾CO2酸化反应结晶过程研究,浙江大学,PUBLISHED_BY
基于视觉的机器人目标感知与抓取策略研究,哈尔滨工业大学,PUBLISHED_BY
AIGC技术赋能数字媒体艺术创作的实践与研究,上海音乐学院,PUBLISHED_BY
癌症相关蛋白p53和Annexin A1相分离的分子机制及其功能研究,北京化工大学,PUBLISHED_BY
CRNKL1基因多态性与缺血性中风及其中医证候的关联研究,广西中医药大学,PUBLISHED_BY
卵细胞特异启动子EC1.2控制的Ac/Ds转座系统及突变体筛选分析,山东农业大学,PUBLISHED_BY
极地AUV结构设计与优化研究,哈尔滨工程大学,PUBLISHED_BY
互联网平台运用算法决策的正当程序规制研究,北京邮电大学,PUBLISHED_BY
催化H2O2氧化环酮的不对称Baeyer-Villiger反应研究,青岛科技大学,PUBLISHED_BY
贝尔纳·斯蒂格勒数字资本主义理论研究,吉林大学,PUBLISHED_BY
基于丝传动的微创手术器械力位传输特性研究,吉林大学,PUBLISHED_BY
自支撑钌掺杂卟啉基金属—有机框架的构筑及电催化分解水研究,吉林师范大学,PUBLISHED_BY
基于深度学习的多模态目标识别技术研究,西安工业大学,PUBLISHED_BY
基于数据挖掘探讨吴力群辨治儿童哮喘证治规律及核心方作用机制,北京中医药大学,PUBLISHED_BY
智能算法的应用风险及法律规制研究,扬州大学,PUBLISHED_BY
我国电商平台看门人责任的规制进路研究,西南财经大学,PUBLISHED_BY
基于生物信息学的红球菌非核糖体肽的挖掘与探索,浙江大学,PUBLISHED_BY
基于机器视觉的驾驶员异常行为检测研究,兰州交通大学,PUBLISHED_BY
神经科学启发下的语音增强与聚类算法,广西大学,PUBLISHED_BY
无人机行政执法的法律问题研究,中共中央党校(国家行政学院),PUBLISHED_BY
乾坤大挪移—混合牙列期多颗恒牙缺失的间隙管理,中国福建厦门,PUBLISHED_BY
我国政府数据开放法律制度研究,中央财经大学,PUBLISHED_BY
基于深度学习的政务知识图谱问答系统设计与实现,贵州大学,PUBLISHED_BY
吴茱萸碱衍生物的高效合成及其抗肿瘤活性研究,兰州大学,PUBLISHED_BY
基于CART决策树模型的互联网企业财务风险预警研究,重庆理工大学,PUBLISHED_BY
基于司法案件要素信息处理的类案检索技术研究,山东大学,PUBLISHED_BY
王茂泓运用肾主气化理论论治慢性肾脏病的经验研究,江西中医药大学,PUBLISHED_BY
科学食养：助力学龄儿童健康成长,中国陕西商洛,PUBLISHED_BY
基于机器视觉的金属复杂表面缺陷检测技术,西安工业大学,PUBLISHED_BY
机械力化学法制备阻燃功能化木质纤维及其FPUF复合材料火安全性能研究,青岛科技大学,PUBLISHED_BY
基于大语言模型的地震应急知识问答技术研究,中北大学,PUBLISHED_BY
子痫前期患者肠道菌群与血清炎症因子关系的研究,河北医科大学,PUBLISHED_BY
基于个人碳排放交易机制的新能源汽车购买决策研究,南昌大学,PUBLISHED_BY
铝酸钙用于生物质催化热转化过程作用机理研究,中国石油大学(北京),PUBLISHED_BY
基于智慧便携脉诊仪设计的中医健康调养系统研究,华南理工大学,PUBLISHED_BY
建筑施工企业智能化转型影响因素研究,吉林建筑大学,PUBLISHED_BY
基于Z型异质结Bi2MoO6@MoO3/PU复合海绵光催化降解抗生素效能与机制,哈尔滨工业大学,PUBLISHED_BY
基于circEGFR/miR-1299/EGFR通路研究吡柔比星抑制三阴性乳腺癌恶性进展的作用,吉林大学,PUBLISHED_BY
突发公共事件背景下企业供求突变应急策略及预警方法研究,南昌大学,PUBLISHED_BY
蒙药巴嘎巴盖印苏苏治疗希拉偏盛型2型糖尿病有效成分及其作用机制研究,成都中医药大学,PUBLISHED_BY
人工智能时代流行音乐生产与消费的艺术社会学探究,西安音乐学院,PUBLISHED_BY
基于深度学习的膀胱镜下膀胱癌自动识别和临床应用的研究,武汉大学,PUBLISHED_BY
基于颅脑五横切面结合人工智能技术评估胎儿脑皮质发育研究,南方医科大学,PUBLISHED_BY
基于保鲜努力水平的“农超对接”双渠道生鲜农产品供应链协调研究,山东理工大学,PUBLISHED_BY
噬菌体展示随机多肽库的构建及其在2-甲-4-氯苯氧乙酸抗原模拟表位淘选的应用,南昌大学,PUBLISHED_BY
面向少样本及零样本的张量深度学习方法研究,华中科技大学,PUBLISHED_BY
基于海马体启发的机器人情景认知和导航研究,哈尔滨工业大学,PUBLISHED_BY
基于放射基因组学的Ki-67指数非侵入式预测,中南大学,PUBLISHED_BY
检索增强的智能问答神经网络方法,四川大学,PUBLISHED_BY
三维多功能石墨烯基复合气凝胶的制备及性能研究,中国科学院大学(中国科学院上海硅酸盐研究所),PUBLISHED_BY
钌催化C（sp2）-F/C（aryl）-H交叉偶联反应合成叔膦化合物的研究,湖北大学,PUBLISHED_BY
人工智能科幻电影的科技要素及其教育价值研究,南京信息工程大学,PUBLISHED_BY
基于白喉毒素突变体CRM197的抗新冠病毒和抗癌疫苗的合成及免疫学评价,山东大学,PUBLISHED_BY
大肠杆菌胞嘧啶生产菌株的构建及发酵优化,天津科技大学,PUBLISHED_BY
Sphingomonas sp.定殖能力及其对拟南芥生长和微生物组的影响,兰州大学,PUBLISHED_BY
基于多任务对抗学习的行人重识别方法研究,中国矿业大学,PUBLISHED_BY
大肠杆菌随机基因组精简技术的开发及应用,山东大学,PUBLISHED_BY
人工智能时代文本与数据挖掘的合理使用规则研究,华中科技大学,PUBLISHED_BY
航天诱变株鼠李糖乳酪杆菌R7970遗传稳定性评价及其发酵乳对大鼠肠道功能的改善机制研究,内蒙古农业大学,PUBLISHED_BY
电化学氧化制备硒取代亚氨基苯并异呋喃和糖基二硫化物的研究,江西师范大学,PUBLISHED_BY
大丽轮枝菌组蛋白H3K9me3介导的异染色质基因沉默调控其致病性的机制研究,中国山东泰安,PUBLISHED_BY
冲动性购买与消费者退货意愿研究,北京邮电大学,PUBLISHED_BY
基于空间注意力机制的SAR图像船舶检测研究,山东师范大学,PUBLISHED_BY
不明病因儿童急性呼吸道疾病的病毒群落解析及新型病毒遗传特征研究,江苏大学,PUBLISHED_BY
